Fips_Code_Final,phd1,county,PCT_OBESE_ADULTS,PCT_OBESE_CHILD09,Mamm_Sites,bcallbk,wealthbk,rentbk,nocarbk,crowdbk,bcallw,wealthwt,rentwt,nocarwt,crowdwt,Iblack2000,Iwhite2000,GINI2000,THEIL1990,Per_Low_Literacy,Per_Rep_04,Per_Rep_08,Av_Per_Rep,Per_Dem_04,Per_Dem_08,Av_Per_Dem,B_Infant_Mort_Rate_99_08,W_Infant_Mort_Rate_99_08,TOTPOP_2005,MEDIAN_AGE,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,MEDIAN_AGE_AFRICAN_AMER,MEDIAN_AGE_AFR_AM_MALE,MEDIAN_AGE_AFR_AM_FEMALE,MEDIAN_AGE_HISPANIC,MEDIAN_AGE_HISPANIC_MALE,MEDIAN_AGE_HISPANIC_FEMALE,MEDIAN_AGE_WHITE_NON_HISPANIC,MEDIAN_AGE_WHITE_NON_HISP_MALE,MEDIAN_AGE_WHITE_NON_HISP_FMLE,PERCNT_TOT_POPULATION_ONE_RACE,PERCNT_WHITE_POPULATION,PERCNT_AFRICAN_AM_POP,PERCNT_HISPANIC_POP,PERCNT_FOREIGN_BORN_POP,PERCNT_URBAN_POP,PERCNT_MEDCR_ADV_PENETRATN,PERCNT_MEDCAR_DRUG_PENETRTN,PERCAP_INCOME,PERCNT_DIVORCED_FEMALES,PERCNT_LT65_NO_HLTH_INS,PERCNT_MALES_LT65_NO_HLTH_INS,PERCNT_FEMALES_LT65_NO_HLTH_INS,UNEMPLOYMENT_RATE,PERCNT_AGR_FRST_MIN_WRLR,PERCNT_CONTRUCT_WRKR,PERCNT_HLTH_SOCSRV_WRKR,PERCNT_MANUF_WRKR,PERCNT_WHCOLLAR_WRKR,HPSA_PC_WHOLECO,HPSA_PC_PARTCO,HPSA_DENT_WHOLECO,HPSA_DENT_PARTCO,HPSA_MH_WHOLECO,HPSA_MH_PARTCO,FARM_DEPENDENT,MINING_DEPENDENT,MFG_DEPENDENT,GOVT_DEPENDENT,SERVICE_DEPENDENT,NONSPEC_DEPENDENT,HOUSING_STRESS,LOW_EDUC,LOW_EMPLOY,PERSIST_POVERTY,POP_LOSS,NONMETRO_RECREAT,RETIRE_DESTINATION,RATE_ACTMDS_FEDNONFED,RATE_ACTMDS_NONFED,RATE_MDS_TOT_PTCARE_NONFED,RATE_MDS_PC_OFFBASED,RATE_MDS_PC_HOSP_RES,RATE_MDS_PC_HOSP_FT,RATE_MDS_GP_TOT_PC,RATE_MDS_TOT_GP_OFFBASED,RATE_MDS_TOT_GP_PC,RATE_MDS_GP_PC_OFFBASED,RATE_MDS_GP_PC_HOSP_FT,RATE_MDS_FM_TOT_PC,RATE_MDS_TOT_FM_OFFBASED,RATE_MDS_TOT_FM_HOSP_RES,RATE_MDS_TOT_FM_HOSP_FT,RATE_MDS_SPEC_TOT_PC,RATE_MDS_TOT_SPEC_OFFBASED,RATE_MDS_TOT_SPEC_HOSP_RES,RATE_MDS_TOT_SPEC_HOSP_FT,RATE_ALLERGIST_TOT_PC,RATE_CARDIO_TOT_PC,RATE_DERM_TOT_PC,RATE_GASTRO_TOT_PC,RATE_INTMED_TOT_PC,RATE_INTMED_SPEC_TOT_PC,RATE_PEDS_TOT_PC,RATE_PEDS_SPEC_TOT_PC,RATE_PEDS_CARDIO_TOT_PC,RATE_PULM_TOT_PC,RATE_SURG_SPEC_TOT_PC,RATE_SURG_GEN_TOT_PC,RATE_NEURSURG_TOT_PC,RATE_OBGYN_TOT_PC,RATE_OBGYN_SPEC_TOT_PC,RATE_OPTH_TOT_PC,RATE_ORTHOSURG_TOT_PC,RATE_OTOLARYN_TOT_PC,RATE_PLASTIC_TOT_PC,RATE_COLONSURG_TOT_PC,RATE_THORSURG_TOT_PC,RATE_UROL_TOT_PC,RATE_OTHSPEC_TOT_PC,RATE_ANEST_TOT_PC,RATE_CHPSYCH_TOT_PC,RATE_DGRADIOL_TOT_PC,RATE_EMERG_TOT_PC,RATE_NEURO_TOT_PC,RATE_NUCMED_TOT_PC,RATE_OCCMED_TOT_PC,RATE_OCCMED_OFFBASED_PC,RATE_PSYCH_TOT_PC,RATE_PATH_TOT_PC,RATE_PHYSMED_TOT_PC,RATE_PREVMED_TOT_PC,RATE_RADIOL_TOT_PC,RATE_RADONC_TOT_PC,RATE_MDS_TOT_PC_HOSP_FT,RATE_MDS_TOT_OTH_ACT,RATE_MDS_TOT_INACTIVE,RATE_MDS_TOT_GP_HSP_FT,RATE_MDS_TOT_GP_OTH_ACT,RATE_MDS_INTMED_HSP_FT,RATE_MDS_PEDS_HSP_FT,RATE_MDS_OTHMED_HSP_FT,RATE_MDS_GENSURG_HSP_FT,RATE_MDS_OTHSURG_HSP_FT,RATE_MDS_PHYCH_HSP_FT,RATE_MDS_OTHSPEC_HSP_FT,PERCENT_MDS_MALE,PERCENT_MDS_FEMALE,PERCENT_MDS_UNDER_45YR,PERCENT_MDS_45_64YR,PERCENT_MDS_OLDER_65YR,PERCENT_TOT_GPS_UNDER_45YR,PERCENT_TOT_GPS_45_64YR,PERCENT_TOT_GPS_OLDER_65YR,PERCENT_GEN_PRAC_UNDER_45YR,PERCENT_GEN_PRAC_45_64YR,PERCENT_GEN_PRAC_OLDER_65YR,PERCENT_FAM_MED_UNDER_45YR,PERCENT_FAM_MED_45_64YR,PERCENT_FAM_MED_OLDER_65YR,PERCENT_FM_SPEC_UNDER_45YR,PERCENT_FM_SPEC_45_64YR,PERCENT_FM_SPEC_OLDER_65YR,PERCENT_MED_SPEC_UNDER_45YR,PERCENT_MED_SPEC_45_64YR,PERCENT_MED_SPEC_OLDER_65YR,PERCENT_GEN_INTMED_UNDER_45YR,PERCENT_GEN_INTMED_45_64YR,PERCENT_GEN_INTMED_OLDER_65YR,PERCENT_OBGYN_UNDER_45YR,PERCENT_OBGYN_45_64YR,PERCENT_OBGYN_OLDER_65YR,PERCENT_DGRADIOL_UNDER_45YR,PERCENT_DGRADIOL_45_64YR,PERCENT_DGRADIOL_OLDER_65YR,PERCENT_PREVMED_45_64YR,PERCENT_PREVMED_OLDER_65YR,PERCENT_RADIOL_UNDER_45YR,PERCENT_RADIOL_45_64YR,PERCENT_RADIOL_OLDER_65YR,PERCENT_RAD_ONC_UNDER_45YR,PERCENT_RAD_ONC_45_64YR,PERCENT_RAD_ONC_OLDER_65YR,RATE_ACTV_DO_FEDNONFED,RATE_ACTV_DO_NONFED,RATE_ACTV_DO_FED,RATE_DO_TOT_PTCARE,PERCENT_DO_MALE,PERCENT_DO_FEMALE,RATE_TOT_ACTV,RATE_TOT_PRVPRAC,RATE_TOT_STGOV,PERCENT_DENT_PRVPRAC_FT,PERCENT_DENT_PRVPRAC_PT,PERCENT_DENT_MALE,PERCENT_DENT_FEMALE,RATE_ACTV_PA,RATE_PRIMCARE_PA,RATE_SURG_PA,RATE_OTHSPEC_PA,RATE_UNKSPEC_PA,RATE_MIDWIVES,RATE_MIDWIVES_HOSP,RATE_MIDWIVES_PHYSPRAC,RATE_MED_SRG_ADULT_BEDS,RATE_MED_SRG_PED_BEDS,RATE_OBSTET_BEDS,RATE_INTSV_CARE_BEDS,RATE_CARD_INTSV_CARE_BEDS,RATE_NEONAT_INTSV_BEDS,RATE_NEONAT_INTERM_BEDS,RATE_OTH_SPEC_CARE_BEDS,RATE_OTH_INTENSV_CARE_BEDS,RATE_REHAB_CARE_BEDS,RATE_ALC_CHEM_DEPEND_BEDS,RATE_PSYCH_CARE_BEDS,RATE_SKILL_NURS_BEDS,RATE_INTERM_NURS_BEDS,RATE_OTHER_CARE_BEDS,RATE_TOTAL_INPT_BEDS,RATE_SNF_TOT_BEDS,RATE_SNF_CERT_BEDS,RATE_OUTPT_VISITS_GENHOSP,RATE_OUTPT_VISITS_NGHOSP,RATE_ER_VISITS,RATE_OUTPT_VISITS_OTH,RATE_SURG_OPS_INPT,RATE_SURG_OPS_OUTPT,RATE_SURG_OPS_TOTAL,RATE_OP_ROOMS,RATE_ISOLATION_RMS,PERCNT_AA_MALES_65_PLUS,PERCNT_AA_FEMALES_65_PLUS,PERCNT_WH_MALES_65_PLUS,PERCNT_WH_FEMALES_65_PLUS,PERCNT_HISP_MALES_65_PLUS,PERCNT_HISP_FEMALES_65_PLUS,PERCNT_NONENG_SPEAK_OVER18YRS,PERCNT_RURAL_FARM,PERCNT_RURAL_NONFARM,PERCNT_VETERAN_POP,PERCNT_VETERAN_MALE,PERCNT_VETERAN_FEMALE,PERCNT_MEDCAR_ELIG,PERCNT_MEDCAR_ADVNTG_ELIG,PERCNT_MEDCAR_DRUG_ENROL,PERCNT_MEDCR_ENROL_AGED_TOT,PERCNT_MEDCR_ENROL_AGED_HI,PERCNT_MEDCR_ENROL_AGED_SMI,PERCNT_MEDCR_ENROL_DISABL_TOT,PERCNT_MEDCR_ENROL_DISABL_HI,PERCNT_MEDCR_ENROL_DISABL_SMI,PERCNT_MEDCR_ENROL_AGED_DSBL_TOT
26055,26055,"Grand Traverse County, MI",28.60,12.00,2.33,.67,.00,.56,.00,.00,.540,.026,.182,.046,.018,.011,.96,.414,.264,5.00,60.05,50.72,55.39,39.95,47.73,43.84,,627.60,83971,37.70,36.40,38.90,28.20,29.10,24.50,22.40,21.90,23.10,38.30,37.10,39.40,98.90,96.50,.40,1.50,2.10,49.40,.08,34.19,32089,12.80,12.90,13.60,12.30,5.60,1.70,9.10,22.00,12.10,59.40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,376.32,372.75,350.12,322.73,11.91,15.48,45.25,34.54,1.19,1.19,.00,44.06,33.34,8.34,2.38,115.52,108.37,2.38,4.76,2.38,14.29,9.53,5.95,50.02,11.91,50.48,15.14,.00,5.95,73.84,15.48,3.57,40.93,7.44,14.29,7.15,3.57,4.76,.00,3.57,5.95,1.19,21.44,15.14,19.05,17.86,8.34,.00,1.19,.00,16.67,13.10,4.76,.00,3.57,4.76,3.57,.00,.00,.00,.00,.00,.00,.00,.00,1.19,.00,1.19,79.40,20.60,32.79,49.86,17.34,51.22,43.90,4.88,.00,.00,100.00,52.50,45.00,2.50,,,,34.00,61.00,5.00,27.27,63.64,9.09,63.64,36.36,.00,23.53,70.59,5.88,,,33.33,66.67,.00,50.00,50.00,.00,103.61,98.84,4.76,86.93,73.26,26.74,86.93,80.98,.00,70.59,29.41,92.65,7.35,58.35,11.59,14.17,10.30,7.73,7.51,.00,7.51,46.61,4.54,8.19,2.38,1.79,4.47,.00,.00,1.91,1.43,.00,1.67,.00,.00,.00,43.82,70.50,70.50,5090.23,.00,.00,4617.62,8486.26,9092.42,17578.69,15.48,23.82,1.83,1.69,11.09,15.25,2.28,3.65,.66,2.41,97.59,9.46,94.12,5.88,18.47,.02,6.03,100.00,100.00,100.00,2.04,2.04,1.83,15.52
27003,27003,"Anoka County, MN",28.60,12.40,5.01,.46,.00,.53,.11,.13,.492,.003,.113,.044,.017,.035,.93,.342,.178,5.00,52.80,50.30,51.55,46.10,47.89,47.00,872.80,412.20,323996,33.70,33.10,34.30,24.40,26.80,21.10,22.50,24.00,20.90,34.60,34.00,35.20,98.30,93.60,1.60,1.70,3.60,85.70,35.00,29.45,34875,10.60,8.40,10.20,6.50,3.80,.30,7.90,17.50,20.70,60.40,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,118.83,117.90,109.26,95.99,9.88,3.40,29.94,27.47,1.54,1.54,.00,27.47,25.31,2.16,.00,37.96,32.10,4.32,1.54,.62,3.09,3.09,.31,14.81,2.78,37.04,6.54,.00,.93,24.07,5.86,.00,22.75,1.90,3.40,3.40,.62,.93,.31,.00,1.54,.00,1.85,4.36,.62,1.85,1.85,.00,.93,.31,4.63,1.54,.93,.00,.31,.00,.93,.00,.00,.00,.00,.31,.00,.00,.00,.31,.00,.31,69.12,30.88,40.62,44.42,14.96,39.80,48.98,11.22,.00,20.00,80.00,41.11,52.22,6.67,66.67,.00,33.33,51.18,44.09,4.72,48.00,48.00,4.00,41.67,45.83,12.50,50.00,50.00,.00,,,.00,.00,100.00,,,,4.01,4.01,.00,4.01,57.89,42.11,45.68,39.82,.00,86.05,13.95,73.64,26.36,15.12,10.74,1.01,2.01,1.68,.00,.00,.00,8.51,2.72,7.30,1.23,1.64,1.33,3.79,.00,.00,.00,.74,.99,.00,.00,.00,15.00,20.83,20.83,727.00,.00,.00,448.65,2766.08,4411.47,7177.56,7.10,4.32,1.34,1.15,6.16,8.35,2.05,2.81,1.03,1.40,98.60,8.22,94.35,5.65,9.04,3.17,3.26,100.00,100.00,100.00,1.50,1.50,1.20,9.05
27083,27083,"Lyon County, MN",28.60,14.30,8.58,.33,.00,.84,.14,.11,.489,.000,.231,.067,.009,.038,.92,.406,.298,8.00,56.80,49.83,53.32,41.80,48.22,45.01,,625.00,24472,34.00,32.50,35.40,22.50,23.80,21.10,20.30,21.70,18.50,36.00,34.60,37.40,99.00,93.60,1.50,4.00,4.50,49.60,3.66,64.18,31838,5.50,10.90,12.40,9.30,3.30,6.40,5.20,20.80,22.40,57.10,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,81.73,77.64,77.64,77.64,.00,.00,44.95,44.95,4.09,4.09,.00,40.86,40.86,.00,.00,4.09,4.09,.00,.00,.00,.00,.00,.00,.00,.00,16.20,.00,.00,.00,24.52,8.17,.00,13.96,.00,8.17,4.09,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,4.09,.00,.00,.00,.00,.00,.00,.00,.00,.00,4.09,.00,.00,4.09,.00,.00,.00,.00,.00,.00,.00,.00,83.33,16.67,25.00,54.17,20.83,27.27,63.64,9.09,.00,.00,100.00,30.00,70.00,.00,,,,.00,100.00,.00,,,,.00,100.00,.00,,,,,,,,,,,,12.26,12.26,.00,12.26,50.00,50.00,40.86,40.86,.00,100.00,.00,100.00,.00,16.35,15.73,.00,.00,.00,.00,.00,.00,20.68,12.96,8.37,1.63,.00,.00,.00,.00,.00,.00,.00,.00,31.06,.00,.00,50.67,114.42,114.42,1679.47,.00,.00,1369.40,1409.77,5357.14,6766.92,16.35,8.17,.42,.52,12.28,17.67,.80,3.90,2.10,16.28,83.72,7.85,96.72,3.28,18.20,.67,10.95,93.63,93.57,90.41,2.04,2.04,1.88,16.21
29117,29117,"Livingston County, MO",28.60,9.20,12.41,.38,.00,.47,.36,.00,.500,.002,.248,.086,.016,.055,.96,.448,.391,9.00,63.50,60.94,62.22,35.90,37.16,36.53,,761.90,14291,39.70,38.30,41.00,35.20,42.00,34.50,24.50,25.50,24.00,40.20,38.50,41.70,99.10,95.90,2.30,.60,.40,62.80,.00,60.11,26171,10.30,13.90,15.00,12.70,5.10,5.80,7.50,21.00,12.70,51.90,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,41.98,41.98,41.98,41.98,.00,.00,7.00,7.00,.00,.00,.00,7.00,7.00,.00,.00,20.99,20.99,.00,.00,.00,.00,.00,.00,13.99,7.00,.00,.00,.00,.00,7.00,.00,.00,.00,.00,7.00,.00,.00,.00,.00,.00,.00,.00,7.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,81.82,18.18,18.18,36.36,45.45,100.00,.00,.00,,,,100.00,.00,.00,,,,33.33,66.67,.00,.00,100.00,.00,,,,,,,,,,,,,,,62.98,62.98,.00,55.98,75.00,25.00,48.98,48.98,.00,71.43,28.57,85.71,14.29,7.00,6.87,.00,.00,.00,.00,.00,.00,21.66,.00,10.05,2.80,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,17.49,160.24,160.24,5064.45,.00,.00,4506.89,951.65,3666.64,4618.29,13.99,20.99,20.00,5.49,15.53,22.79,.00,4.65,.20,23.74,76.26,10.22,92.86,7.14,21.77,.00,12.79,92.18,91.89,89.90,3.07,3.07,2.74,20.89
31009,31009,"Blaine County, NE",28.60,,.00,.00,,.00,.00,.00,.344,.030,.456,.059,.008,,1.00,.381,.262,6.00,88.80,84.18,86.49,11.20,13.61,12.40,,,484,39.80,39.40,40.10,.00,.00,.00,17.50,17.50,.00,39.90,39.70,40.10,99.50,99.00,.00,.20,.30,.00,.00,65.35,18141,4.50,30.80,31.50,30.10,4.40,46.00,7.20,16.50,2.50,51.40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,.00,.00,.00,,,,,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,,,14.73,18.88,.00,,.47,31.22,68.78,9.71,77.08,22.92,20.66,.00,13.64,87.76,86.73,81.63,.00,.00,.00,17.77
31113,31113,"Logan County, NE",28.60,,.00,.00,.00,.00,.00,.00,.396,.000,.312,.016,.023,.000,.95,.351,.255,6.00,83.20,78.80,81.00,15.60,19.52,17.56,,,740,41.80,41.50,42.20,42.50,42.50,.00,34.50,23.50,34.50,42.10,41.80,42.40,99.70,98.60,.10,.90,.30,.00,.00,71.52,25886,7.10,22.40,22.30,22.40,2.50,31.80,5.60,14.40,1.00,55.10,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,.00,.00,.00,,,,,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,,15.47,19.95,.00,20.00,.36,36.56,63.44,11.62,79.76,20.24,22.16,.00,15.95,100.00,100.00,100.00,.00,.00,.00,20.54
31177,31177,"Washington County, NE",28.60,14.60,6.79,.00,.00,.00,.00,.00,.535,.003,.205,.043,.017,.004,.97,.376,.294,6.00,71.20,62.47,66.84,27.70,35.88,31.79,,512.60,19772,37.10,36.10,38.10,25.80,24.80,30.00,22.80,23.00,22.50,37.60,36.70,38.40,99.40,98.10,.30,1.10,1.60,39.20,4.70,55.01,33207,7.70,13.70,15.10,12.30,3.30,4.50,9.40,18.40,10.40,61.40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70.81,70.81,70.81,55.63,.00,15.17,45.52,30.35,.00,.00,.00,45.52,30.35,.00,15.17,5.06,5.06,.00,.00,.00,.00,.00,.00,5.06,.00,.00,.00,.00,.00,5.06,5.06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,15.17,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,70.59,29.41,35.29,47.06,17.65,44.44,55.56,.00,,,,44.44,55.56,.00,,,,.00,100.00,.00,.00,100.00,.00,,,,,,,,,,,,,,,5.06,5.06,.00,5.06,100.00,.00,40.46,40.46,.00,62.50,37.50,75.00,25.00,50.58,42.60,.00,.00,5.32,.00,.00,.00,11.32,3.95,3.27,.00,.00,.00,.00,1.01,.00,.00,.00,.00,.00,2.53,.00,12.64,92.05,92.05,3414.07,.00,.00,3205.19,354.04,2018.01,2372.04,5.06,.00,7.50,17.86,11.16,14.74,2.75,3.85,.39,15.16,84.84,8.85,94.55,5.45,13.46,.63,8.16,100.00,100.00,98.14,1.15,1.15,1.01,13.68
32019,32019,"Lyon County, NV",28.60,16.90,2.51,.00,.00,.00,.26,.00,.522,.001,.217,.044,.036,.005,.84,.398,.293,12.00,64.90,57.59,61.25,32.90,39.83,36.36,,537.10,47515,38.20,37.70,38.70,27.80,18.60,34.80,22.50,22.70,22.40,40.60,40.40,40.80,97.10,88.60,.70,11.00,6.00,49.30,12.01,30.52,24400,13.70,18.80,19.70,17.70,5.30,5.00,9.50,14.10,12.30,51.50,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,27.36,27.36,25.26,21.05,2.10,2.10,12.63,12.63,4.21,4.21,.00,8.42,8.42,.00,.00,10.52,8.42,2.10,.00,.00,.00,.00,.00,8.42,.00,8.07,.00,.00,.00,2.10,.00,.00,.00,.00,2.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,68.42,31.58,26.32,42.11,31.58,16.67,83.33,.00,.00,100.00,.00,25.00,75.00,.00,,,,60.00,40.00,.00,50.00,50.00,.00,,,,,,,,,,,,,,,4.21,4.21,.00,.00,100.00,.00,16.84,16.84,.00,87.50,12.50,87.50,12.50,12.63,5.80,2.90,5.80,2.90,.00,.00,.00,4.38,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,10.31,.00,.00,13.26,10.31,10.31,965.97,.00,.00,886.54,189.41,559.82,749.24,.00,.00,2.67,5.88,13.43,13.75,4.29,4.02,2.07,5.20,94.80,12.21,91.13,8.87,17.18,2.06,5.76,100.00,100.00,100.00,2.43,2.43,2.13,15.77
36043,36043,"Herkimer County, NY",28.60,13.80,5.13,.61,.00,.31,.13,.00,.503,.001,.246,.100,.008,.008,.97,.411,.262,11.00,56.60,53.92,55.26,41.20,44.57,42.88,,649.60,63780,39.00,37.70,40.20,22.60,24.10,19.10,22.30,21.00,25.50,39.30,38.00,40.50,99.20,97.80,.50,.90,2.00,48.40,3.83,46.81,25261,9.60,17.40,20.10,14.60,5.20,2.90,5.50,25.30,16.70,54.80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,62.72,62.72,58.01,50.17,.00,7.84,17.25,15.68,.00,.00,.00,17.25,15.68,.00,1.57,21.95,20.38,.00,1.57,.00,1.57,.00,.00,10.98,3.14,27.74,.00,.00,.00,7.84,4.70,.00,10.03,.00,.00,.00,.00,.00,.00,.00,.00,.00,3.14,.00,.00,3.14,.00,.00,.00,.00,1.57,1.57,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,76.92,23.08,13.46,57.69,28.85,.00,100.00,.00,,,,.00,100.00,.00,,,,21.43,64.29,14.29,42.86,42.86,14.29,.00,100.00,.00,,,,,,,,,,,,9.41,9.41,.00,4.70,100.00,.00,28.22,26.65,.00,82.35,17.65,100.00,.00,23.52,9.31,.00,1.55,.00,.00,.00,.00,10.57,.00,3.01,.94,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,42.80,87.33,87.33,2068.56,.00,.00,1723.00,1635.31,6133.58,7768.89,3.14,3.14,3.26,5.42,14.36,19.41,5.95,8.04,.51,4.20,95.80,10.40,93.38,6.62,18.77,.72,8.96,90.06,89.83,86.80,2.96,2.96,2.48,18.27
37003,37003,"Alexander County, NC",28.60,18.00,3.53,.34,.00,.27,.12,.02,.391,.007,.168,.050,.023,.104,.92,.404,.262,14.00,70.10,68.75,69.42,29.60,30.16,29.88,,691.90,35492,36.60,35.40,37.80,37.80,35.60,40.70,23.60,24.10,22.70,37.40,36.30,38.30,99.20,92.00,4.60,2.50,2.40,17.20,3.65,52.46,26760,10.30,19.50,20.80,18.10,5.50,2.70,6.30,13.60,42.60,39.40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.08,45.08,45.08,39.45,.00,5.64,28.18,25.36,2.82,2.82,.00,25.36,22.54,.00,2.82,8.45,5.64,.00,2.82,.00,.00,.00,.00,2.82,2.82,11.69,.00,.00,.00,2.82,.00,.00,.00,.00,2.82,.00,.00,.00,.00,.00,.00,.00,2.82,.00,.00,.00,.00,.00,.00,.00,2.82,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,83.33,16.67,38.89,33.33,27.78,40.00,40.00,20.00,.00,.00,100.00,44.44,44.44,11.11,,,,66.67,33.33,.00,100.00,.00,.00,,,,,,,,,,,,,,,.00,.00,.00,.00,,,14.09,14.09,.00,100.00,.00,100.00,.00,30.99,14.88,.00,2.98,2.98,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,51.56,51.56,.00,77.88,17.55,.00,.00,.00,.00,.00,.00,9.31,15.49,10.00,13.81,2.07,3.21,1.08,3.06,96.94,8.09,93.64,6.36,15.45,.56,8.82,100.00,100.00,100.00,2.93,2.93,2.72,14.67
37137,37137,"Pamlico County, NC",28.60,18.20,15.26,.48,.02,.20,.24,.05,.514,.005,.151,.045,.008,.254,.73,.440,.313,14.00,60.90,57.14,59.02,38.70,42.30,40.50,,,12735,42.90,41.10,44.90,38.40,35.50,41.80,26.80,27.50,25.00,45.40,44.20,46.50,99.30,73.20,24.60,1.30,1.80,.00,.00,46.28,28214,8.30,19.30,19.80,18.80,4.70,10.10,8.50,19.70,13.30,48.10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,78.52,78.52,78.52,78.52,.00,.00,31.41,31.41,15.70,15.70,.00,15.70,15.70,.00,.00,23.56,23.56,.00,.00,.00,.00,.00,.00,15.70,.00,40.44,.00,.00,.00,7.85,.00,.00,.00,.00,.00,7.85,.00,.00,.00,.00,.00,.00,7.85,.00,.00,7.85,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,84.62,15.38,7.69,53.85,38.46,.00,75.00,25.00,.00,50.00,50.00,.00,100.00,.00,,,,33.33,66.67,.00,50.00,50.00,.00,,,,,,,,,,,,,,,.00,.00,.00,.00,,,39.26,39.26,.00,100.00,.00,60.00,40.00,15.70,7.73,.00,.00,.00,15.55,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,75.38,75.38,.00,.00,.00,.00,.00,.00,.00,.00,.00,11.36,20.93,18.31,21.14,3.53,2.82,.77,.82,99.18,12.49,95.92,4.08,21.25,.00,11.14,99.09,98.85,97.16,3.42,3.42,3.34,22.32
